qname	qlen	qstart	qend	strand	tname	tlen	tstart	tend	nmatch	alen	mapq
scaffold_5	1863748	21071	21295	-	CP052038.1	6487135	4761486	4761710	103	224	0
scaffold_1	2692756	120916	121747	-	CP052038.1	6487135	4833261	4834094	40	833	0
scaffold_46	353283	198943	199004	+	CP052038.1	6487135	5597526	5597587	61	61	0
scaffold_46	353283	198929	199004	+	CP052038.1	6487135	5744137	5744212	75	75	0
scaffold_343	16140	2921	3061	+	CP052038.1	6487135	6212791	6212929	85	140	0
scaffold_102	100464	74917	75084	+	CP052038.1	6487135	6212791	6212958	153	167	0
scaffold_212	35064	7180	7318	+	CP052038.1	6487135	6212820	6212958	93	138	0
scaffold_1262	679	137	179	-	CP052038.1	6487135	6213979	6214021	42	42	0
scaffold_35	440808	283715	284724	+	CP052038.1	6487135	6214068	6215009	135	1009	0
scaffold_35	440808	275030	275975	-	CP052038.1	6487135	6214077	6215040	140	992	0
scaffold_1	2692756	288056	289152	-	CP052038.1	6487135	6214077	6215040	157	1096	0
scaffold_315	18631	12306	13259	+	CP052038.1	6487135	6214108	6215013	125	953	0
scaffold_21	738175	272203	273114	-	CP052038.1	6487135	6214108	6215040	97	933	0
scaffold_71	175185	100642	100951	+	CP052038.1	6487135	6214108	6214413	90	312	0
scaffold_104	98169	8187	9125	+	CP052038.1	6487135	6214108	6214967	106	938	0
scaffold_6	1692318	273914	274759	+	CP052038.1	6487135	6214160	6214949	166	846	0
scaffold_66	184824	2611	3327	-	CP052038.1	6487135	6214317	6215040	120	729	0
scaffold_39	398046	136496	137202	-	CP052038.1	6487135	6214328	6215040	160	721	0
scaffold_12	1155968	736450	736915	-	CP052038.1	6487135	6214567	6215040	117	473	0
scaffold_1417	596	44	525	+	CP052038.1	6487135	6214567	6215040	176	481	0
scaffold_90	123581	31067	31539	+	CP052038.1	6487135	6214567	6215036	87	472	0
scaffold_44	359581	168765	169154	+	CP052038.1	6487135	6214647	6215040	138	393	0
scaffold_131	76605	7852	8222	-	CP052038.1	6487135	6214647	6215040	78	401	0
scaffold_45	358384	268685	269000	+	CP052038.1	6487135	6214715	6215040	123	325	0
scaffold_12	1155968	732198	732390	-	CP052038.1	6487135	6214715	6214882	57	192	0
scaffold_220	33416	30134	30261	-	CP052038.1	6487135	6214782	6214909	89	127	0
scaffold_44	359581	209968	210194	+	CP052038.1	6487135	6214818	6215040	95	226	0
scaffold_137	72425	17506	17659	-	CP052038.1	6487135	6214818	6214967	82	153	0
scaffold_32	471417	38705	38839	+	CP052038.1	6487135	6214875	6215009	94	134	0
scaffold_1711	501	192	326	+	CP052038.1	6487135	6214875	6215009	81	134	0
scaffold_28	539988	186840	186959	-	CP052038.1	6487135	6214890	6215009	67	119	0
scaffold_1255	684	159	309	-	CP052038.1	6487135	6214890	6215040	62	150	0
scaffold_8	1419871	1291717	1291822	+	CP052038.1	6487135	6214890	6214994	57	105	0
scaffold_44	359581	209192	210199	-	CP052038.1	6487135	6342522	6343521	125	1007	0
scaffold_28	539988	186805	186959	+	CP052038.1	6487135	6342522	6342677	67	155	0
scaffold_66	184824	2611	3609	+	CP052038.1	6487135	6342527	6343590	120	1064	0
scaffold_11	1212133	201913	202078	+	CP052038.1	6487135	6342527	6342692	100	165	0
scaffold_35	440808	249027	249366	+	CP052038.1	6487135	6342527	6342866	154	343	0
scaffold_1262	679	429	522	-	CP052038.1	6487135	6342574	6342667	56	93	0
scaffold_145	69505	66710	67563	+	CP052038.1	6487135	6342590	6343515	95	925	0
scaffold_1617	522	100	201	+	CP052038.1	6487135	6342648	6342753	63	105	0
scaffold_220	33416	30134	30329	+	CP052038.1	6487135	6342658	6342907	91	253	0
scaffold_5	1863748	4730	5153	+	CP052038.1	6487135	6343088	6343521	95	433	0
scaffold_5	1863748	7915	9074	+	CP052038.1	6487135	6343604	6344683	136	1198	0
scaffold_315	18631	6918	7839	-	CP052038.1	6487135	6343739	6344683	76	944	0
scaffold_6	1692318	294668	295212	+	CP052038.1	6487135	6344134	6344683	95	549	0
scaffold_227	31762	10864	11262	+	CP052038.1	6487135	6367539	6367972	67	433	0
scaffold_187	42170	169	452	-	CP052038.1	6487135	6379885	6380168	62	283	0
scaffold_50	298037	145665	146910	-	CP052038.1	6487135	6380061	6381281	108	1246	0
scaffold_90	123581	50347	50950	+	CP052038.1	6487135	6380619	6381225	59	606	0
scaffold_116	84153	22512	22676	+	CP052038.1	6487135	6380974	6381139	51	165	0
scaffold_131	76605	55558	56391	+	CP052038.1	6487135	6381849	6382618	184	834	0
scaffold_5	1863748	20734	21606	+	CP052038.1	6487135	6381849	6382618	137	872	0
scaffold_131	76605	7937	8689	+	CP052038.1	6487135	6381849	6382618	138	774	0
scaffold_32	471417	38110	38772	-	CP052038.1	6487135	6381862	6382487	149	662	0
scaffold_39	398046	136594	137227	+	CP052038.1	6487135	6381862	6382472	117	640	0
scaffold_122	81337	47682	48460	-	CP052038.1	6487135	6381862	6382637	198	799	0
scaffold_90	123581	31057	31445	-	CP052038.1	6487135	6381862	6382239	90	388	0
scaffold_39	398046	128812	129583	+	CP052038.1	6487135	6381862	6382599	110	774	0
scaffold_11	1212133	202011	202342	+	CP052038.1	6487135	6381862	6382184	98	331	0
scaffold_1262	679	146	462	-	CP052038.1	6487135	6381871	6382184	52	316	0
scaffold_12	1155968	736608	737372	+	CP052038.1	6487135	6381922	6382618	135	764	0
scaffold_39	398046	144328	144962	-	CP052038.1	6487135	6382080	6382637	114	637	0
scaffold_220	33416	24553	25031	+	CP052038.1	6487135	6382165	6382618	82	479	0
scaffold_1279	668	390	458	-	CP052038.1	6487135	6382550	6382618	57	68	0
scaffold_39	398046	136301	138502	+	CP052038.1	6487135	6382599	6384585	157	2208	0
scaffold_8	1419871	1291708	1291822	-	CP052038.1	6487135	6382702	6382814	57	114	0
scaffold_14	908909	132134	132247	-	CP052038.1	6487135	6382702	6382814	57	113	0
scaffold_90	123581	31384	31452	-	CP052038.1	6487135	6382746	6382814	68	68	0
scaffold_1262	679	410	462	-	CP052038.1	6487135	6382762	6382814	52	52	0
scaffold_1700	504	105	329	+	CP052038.1	6487135	6383040	6383264	103	224	0
scaffold_14	908909	22724	22768	-	CP052038.1	6487135	6383137	6383181	44	44	0
scaffold_45	358384	301459	302419	-	CP052038.1	6487135	6383612	6384571	206	960	0
scaffold_2	2503568	2500189	2501134	+	CP052038.1	6487135	6383612	6384557	263	945	0
scaffold_44	359581	185178	186141	+	CP052038.1	6487135	6383612	6384585	155	974	0
scaffold_131	76605	60881	61829	-	CP052038.1	6487135	6383612	6384571	234	959	0
scaffold_62	231438	229299	230233	+	CP052038.1	6487135	6383612	6384546	134	934	0
scaffold_20	777291	795	1740	+	CP052038.1	6487135	6383612	6384557	119	946	0
scaffold_111	88385	9066	9458	-	CP052038.1	6487135	6383617	6384013	79	396	0
scaffold_220	33416	17030	17717	-	CP052038.1	6487135	6383636	6384322	69	687	0
scaffold_35	440808	254635	255546	+	CP052038.1	6487135	6383636	6384557	160	922	0
scaffold_39	398046	117085	120250	+	CP052038.1	6487135	6383656	6386879	118	3223	0
scaffold_4	1881388	529614	530488	+	CP052038.1	6487135	6383673	6384557	150	885	0
scaffold_62	231438	223373	224112	+	CP052038.1	6487135	6383796	6384546	130	750	0
scaffold_20	777291	7973	8481	-	CP052038.1	6487135	6383814	6384322	84	508	0
scaffold_220	33416	12033	12776	-	CP052038.1	6487135	6383814	6384557	149	743	0
scaffold_35	440808	260511	261253	+	CP052038.1	6487135	6383814	6384557	127	743	0
scaffold_12	1155968	738146	738855	-	CP052038.1	6487135	6383904	6384613	117	710	0
scaffold_44	359581	193434	194064	-	CP052038.1	6487135	6383916	6384546	130	631	0
scaffold_35	440808	269174	269813	-	CP052038.1	6487135	6383930	6384571	138	641	0
scaffold_62	231438	221158	221756	-	CP052038.1	6487135	6383991	6384585	106	598	0
scaffold_2	2503568	2502015	2502502	-	CP052038.1	6487135	6384071	6384557	130	487	0
scaffold_96	109087	78122	78221	-	CP052038.1	6487135	6393602	6393701	81	99	0
scaffold_328	17820	14339	14422	-	CP052038.1	6487135	6393612	6393695	50	83	0
scaffold_262	24986	19911	20065	-	CP052038.1	6487135	6395351	6395502	40	154	0
scaffold_273	23718	3729	3838	+	CP052038.1	6487135	6404755	6404864	52	109	0
scaffold_5	1863748	7959	9074	+	CP052038.1	6487135	6412337	6413428	141	1148	0
scaffold_122	81337	47643	48467	+	CP052038.1	6487135	6412358	6413332	115	974	0
scaffold_997	994	383	554	+	CP052038.1	6487135	6415799	6415969	87	171	0
scaffold_212	35064	7180	7320	-	CP052038.1	6487135	6418308	6418448	95	140	0
scaffold_102	100464	74917	75086	-	CP052038.1	6487135	6418308	6418477	155	169	0
scaffold_50	298037	80402	80742	-	CP052038.1	6487135	6418310	6418673	106	363	0
scaffold_21	738175	55591	55757	-	CP052038.1	6487135	6418310	6418475	138	166	0
scaffold_48	348853	333543	341163	-	CP052038.1	6487135	6418310	6426118	375	7808	0
scaffold_70	181850	173079	180728	+	CP052038.1	6487135	6418310	6426089	401	7779	0
scaffold_32	471417	2675	10327	+	CP052038.1	6487135	6418339	6426077	184	7771	0
scaffold_343	16140	2921	3061	-	CP052038.1	6487135	6418339	6418477	85	140	0
scaffold_70	181850	30507	37993	-	CP052038.1	6487135	6418682	6426305	152	7633	0
scaffold_129	76929	56613	57397	+	CP052038.1	6487135	6425157	6425941	97	784	0
scaffold_4	1881388	1863524	1863635	-	CP052038.1	6487135	6425901	6426012	69	111	0
scaffold_21	738175	55591	55757	-	CP052038.1	6487135	6425951	6426116	138	166	0
scaffold_143	70430	17025	17124	-	CP052038.1	6487135	6425980	6426077	52	99	0
scaffold_343	16140	2921	3061	-	CP052038.1	6487135	6425980	6426118	85	140	0
scaffold_144	69844	55537	55635	+	CP052038.1	6487135	6425980	6426077	59	98	0
scaffold_71	175185	101426	101580	-	CP052038.1	6487135	6429827	6429981	114	154	0
scaffold_70	181850	9427	9532	+	CP052038.1	6487135	6437532	6437637	57	105	0
scaffold_32	471417	37992	38839	+	CP052038.1	6487135	6438908	6439701	125	847	0
scaffold_131	76605	7852	8660	-	CP052038.1	6487135	6438908	6439732	78	831	0
scaffold_1417	596	102	530	+	CP052038.1	6487135	6439321	6439737	170	428	0
scaffold_66	184824	2611	2964	-	CP052038.1	6487135	6439371	6439732	91	361	0
scaffold_220	33416	30134	30322	-	CP052038.1	6487135	6439413	6439601	72	188	0
scaffold_44	359581	210029	210199	+	CP052038.1	6487135	6439567	6439737	93	170	0
scaffold_1711	501	192	326	+	CP052038.1	6487135	6439567	6439701	85	134	0
scaffold_28	539988	186805	186959	-	CP052038.1	6487135	6439582	6439737	76	155	0
scaffold_1417	596	28	530	-	CP052038.1	6487135	6441749	6442241	173	502	0
scaffold_44	359581	210029	210199	-	CP052038.1	6487135	6441749	6441919	100	170	0
scaffold_6	1692318	1654879	1654929	+	CP052038.1	6487135	6441754	6441804	40	50	0
scaffold_122	81337	47693	48512	-	CP052038.1	6487135	6441800	6442687	179	891	0
scaffold_85	135051	61815	61971	+	CP052038.1	6487135	6451727	6451882	83	156	0
scaffold_429	11191	9011	9678	-	CP052038.1	6487135	6453835	6454505	360	671	0
scaffold_106	94230	48091	48329	-	CP052038.1	6487135	6465735	6466024	59	289	0
scaffold_153	61587	9718	10074	-	CP052038.1	6487135	6481619	6481975	129	356	0
scaffold_91	120630	53465	54026	+	CP052039.1	5611497	6422	6965	191	561	60
scaffold_51	297976	277624	277846	-	CP052039.1	5611497	8412	8679	90	267	60
scaffold_1041	905	745	885	+	CP052039.1	5611497	8460	8600	121	140	60
scaffold_91	120630	59617	63128	+	CP052039.1	5611497	16253	19750	585	3511	60
scaffold_129	76929	42937	43307	-	CP052039.1	5611497	19415	19783	109	373	60
scaffold_90	123581	89377	99176	+	CP052039.1	5611497	39461	49396	4466	9987	60
scaffold_70	181850	1850	135723	+	CP052039.1	5611497	48913	169231	63346	153856	60
scaffold_1697	505	16	502	+	CP052039.1	5611497	140336	140822	445	486	60
scaffold_156	59460	7799	10835	+	CP052039.1	5611497	166376	168677	271	3052	60
scaffold_101	101313	14586	17441	-	CP052039.1	5611497	166733	168995	259	2882	60
scaffold_70	181850	140157	149739	+	CP052039.1	5611497	175537	185089	6205	9640	60
scaffold_70	181850	167608	172325	+	CP052039.1	5611497	185134	189886	2309	4843	60
scaffold_86	130972	9634	130753	-	CP052039.1	5611497	193487	314963	57748	128995	60
scaffold_86	130972	3955	7264	-	CP052039.1	5611497	318905	321888	1612	3313	60
scaffold_212	35064	10386	11537	+	CP052039.1	5611497	320975	322107	99	1151	60
scaffold_2	2503568	188	61286	+	CP052039.1	5611497	331876	393469	31305	62450	60
scaffold_1579	530	12	525	+	CP052039.1	5611497	372182	372695	502	513	60
scaffold_2	2503568	67434	93938	+	CP052039.1	5611497	396480	426084	10622	30084	60
scaffold_1210	716	23	704	-	CP052039.1	5611497	433606	434287	223	681	60
scaffold_336	17138	7946	8780	-	CP052039.1	5611497	449199	450004	264	850	60
scaffold_4	1881388	511737	512670	+	CP052039.1	5611497	474746	475708	114	966	60
scaffold_4	1881388	1863925	1871075	-	CP052039.1	5611497	485154	492392	573	7250	60
scaffold_6	1692318	263901	264458	-	CP052039.1	5611497	501382	501947	124	568	60
scaffold_2	2503568	99599	205639	+	CP052039.1	5611497	504838	609891	73876	106648	60
scaffold_2	2503568	206994	207492	+	CP052039.1	5611497	609972	610470	301	498	60
scaffold_2	2503568	207518	210573	+	CP052039.1	5611497	612757	615816	1747	3063	60
scaffold_2	2503568	212436	287620	+	CP052039.1	5611497	622309	698201	54729	76168	60
scaffold_2	2503568	296367	297012	+	CP052039.1	5611497	707728	708372	281	645	60
scaffold_2	2503568	301951	582728	+	CP052039.1	5611497	717719	999864	229029	282706	60
scaffold_2	2503568	589096	608482	+	CP052039.1	5611497	1002800	1022187	16507	19415	60
scaffold_2	2503568	609818	1280933	+	CP052039.1	5611497	1022106	1695849	563436	676302	60
scaffold_1121	802	4	793	+	CP052039.1	5611497	1289446	1290235	772	789	60
scaffold_1662	512	155	459	+	CP052039.1	5611497	1306311	1306615	84	304	60
scaffold_2	2503568	1281607	1282633	-	CP052039.1	5611497	1700691	1701718	265	1027	60
scaffold_2	2503568	1283296	2246112	+	CP052039.1	5611497	1702222	2681427	678454	1000584	60
scaffold_51	297976	149290	152097	+	CP052039.1	5611497	1791264	1794148	177	2897	60
scaffold_1462	570	24	560	-	CP052039.1	5611497	2268404	2268940	520	536	60
scaffold_2	2503568	2264253	2497769	+	CP052039.1	5611497	2688553	2922265	197844	234131	60
scaffold_1396	606	14	528	-	CP052039.1	5611497	2922441	2922955	483	514	60
scaffold_48	348853	330541	331786	+	CP052039.1	5611497	2926978	2928222	138	1246	60
scaffold_1682	508	14	470	-	CP052039.1	5611497	2937315	2937771	370	456	60
scaffold_1506	556	2	517	-	CP052039.1	5611497	2941747	2942263	417	516	60
scaffold_954	1152	15	301	-	CP052039.1	5611497	2945326	2945652	195	326	60
scaffold_954	1152	481	761	+	CP052039.1	5611497	2954988	2955283	129	295	60
scaffold_20	777291	23653	777164	+	CP052039.1	5611497	2962051	3719520	656590	759948	60
scaffold_102	100464	60822	63160	-	CP052039.1	5611497	3261036	3263369	123	2338	60
scaffold_6	1692318	133	259828	+	CP052039.1	5611497	3719530	3976235	222613	259994	60
scaffold_63	225848	78445	79293	-	CP052039.1	5611497	3791390	3792244	204	854	60
scaffold_6	1692318	299732	435040	+	CP052039.1	5611497	3979316	4113229	114825	135537	60
scaffold_6	1692318	440053	1176042	+	CP052039.1	5611497	4118181	4851058	604030	740546	60
scaffold_1518	551	180	424	-	CP052039.1	5611497	4193438	4193677	123	245	60
scaffold_1508	554	11	547	-	CP052039.1	5611497	4762267	4762803	493	536	60
scaffold_187	42170	19706	24767	+	CP052039.1	5611497	4851523	4855059	317	5061	60
scaffold_6	1692318	1177148	1225040	+	CP052039.1	5611497	4861381	4908271	34950	48058	60
scaffold_6	1692318	1236869	1342445	+	CP052039.1	5611497	4920185	5023949	64954	105691	60
scaffold_1480	564	15	555	-	CP052039.1	5611497	4945416	4945956	458	540	60
scaffold_6	1692318	1345574	1442593	+	CP052039.1	5611497	5023914	5113148	56176	97696	60
scaffold_45	358384	1887	17893	-	CP052039.1	5611497	5113630	5129949	8421	16455	60
scaffold_6	1692318	1448407	1471346	+	CP052039.1	5611497	5129154	5146594	5906	23031	60
scaffold_1164	753	17	742	-	CP052039.1	5611497	5132288	5133013	685	725	60
scaffold_6	1692318	1471434	1492519	+	CP052039.1	5611497	5160981	5182065	11671	21159	60
scaffold_6	1692318	1516197	1577291	+	CP052039.1	5611497	5182727	5227413	24418	61407	60
scaffold_45	358384	32401	34569	-	CP052039.1	5611497	5229166	5231334	974	2168	60
scaffold_6	1692318	1581916	1594322	+	CP052039.1	5611497	5236520	5248886	7943	12409	60
scaffold_6	1692318	1604579	1624164	+	CP052039.1	5611497	5270293	5289962	10910	19744	60
scaffold_6	1692318	1624742	1633362	+	CP052039.1	5611497	5306917	5315089	3893	8676	60
scaffold_6	1692318	1657849	1692184	+	CP052039.1	5611497	5317748	5351041	19294	35357	60
scaffold_183	43655	11750	43407	-	CP052039.1	5611497	5351053	5382133	17847	31952	60
scaffold_183	43655	9706	10308	-	CP052039.1	5611497	5382369	5382971	484	602	60
scaffold_67	184376	89074	91847	+	CP052039.1	5611497	5435463	5438251	758	2788	60
scaffold_67	184376	104575	105327	+	CP052039.1	5611497	5470869	5471621	375	752	60
scaffold_67	184376	107853	158786	+	CP052039.1	5611497	5476224	5528461	26980	54047	60
scaffold_1599	525	33	471	-	CP052039.1	5611497	5481351	5481772	294	438	60
scaffold_1517	551	13	540	-	CP052039.1	5611497	5512409	5512936	487	527	60
scaffold_67	184376	165377	173091	+	CP052039.1	5611497	5531978	5539608	4009	7828	60
scaffold_67	184376	179615	184342	+	CP052039.1	5611497	5543874	5548316	2085	4852	60
scaffold_104	98169	93203	98089	-	CP052039.1	5611497	5549083	5554842	3898	5814	60
scaffold_67	184376	177961	178513	+	CP052039.1	5611497	5551600	5552224	448	624	60
scaffold_67	184376	77164	77659	+	CP052039.1	5611497	5589326	5589820	151	495	60
scaffold_156	59460	45489	46522	-	CP052039.1	5611497	2829125	2830158	82	1033	54
scaffold_296	20863	20308	20589	+	CP052039.1	5611497	8400	8679	92	281	53
scaffold_68	182924	67239	68678	-	CP052039.1	5611497	5569665	5571109	143	1444	53
scaffold_131	76605	36652	36883	+	CP052039.1	5611497	5409857	5410108	84	251	51
scaffold_35	440808	266307	266906	-	CP052039.1	5611497	2923899	2924476	84	599	50
scaffold_39	398046	144720	149122	-	CP052039.1	5611497	5569013	5573733	250	4721	50
scaffold_967	1085	108	1067	-	CP052039.1	5611497	453714	454676	306	962	48
scaffold_1655	514	7	450	+	CP052039.1	5611497	436580	437024	186	444	47
scaffold_1393	607	10	309	-	CP052039.1	5611497	453556	453855	86	299	47
scaffold_35	440808	283768	284709	-	CP052039.1	5611497	474738	475695	170	957	47
scaffold_1717	501	10	371	+	CP052039.1	5611497	488910	489271	128	361	47
scaffold_11	1212133	209030	209416	-	CP052039.1	5611497	5434996	5435382	86	386	47
scaffold_97	105629	90774	93333	+	CP052039.1	5611497	432953	435500	219	2559	45
scaffold_20	777291	11396	13965	+	CP052039.1	5611497	433129	435556	114	2572	43
scaffold_50	298037	151504	151742	+	CP052039.1	5611497	2924296	2924533	95	238	43
scaffold_2	2503568	2501931	2502502	+	CP052039.1	5611497	2922357	2922926	165	571	42
scaffold_367	15003	14584	14813	+	CP052039.1	5611497	464836	465065	77	229	41
scaffold_82	143064	142550	142977	-	CP052039.1	5611497	465929	466356	104	427	41
scaffold_980	1046	24	101	+	CP052039.1	5611497	1885609	1885686	77	77	41
scaffold_1716	501	2	356	-	CP052039.1	5611497	5449542	5449902	79	360	41
scaffold_1477	565	226	538	-	CP052039.1	5611497	4073197	4073509	75	312	40
scaffold_50	298037	270775	271091	+	CP052039.1	5611497	1791268	1791584	73	316	38
scaffold_969	1084	51	362	-	CP052039.1	5611497	5588202	5588513	166	311	38
scaffold_102	100464	75989	76138	+	CP052039.1	5611497	33865	34012	64	149	37
scaffold_32	471417	13199	13328	+	CP052039.1	5611497	5587549	5587679	71	130	37
scaffold_45	358384	134463	142253	-	CP052039.1	5611497	432923	440422	461	7906	36
scaffold_1398	606	110	344	+	CP052039.1	5611497	455403	455637	86	234	36
scaffold_50	298037	61412	63132	+	CP052039.1	5611497	5588531	5590257	219	1729	35
scaffold_39	398046	136491	137208	+	CP052039.1	5611497	5573160	5573892	191	732	34
scaffold_892	1436	985	1315	+	CP052039.1	5611497	5456064	5456393	76	330	32
scaffold_131	76605	58593	60340	-	CP052039.1	5611497	20941	22543	133	1747	31
scaffold_183	43655	1477	1722	+	CP052039.1	5611497	22392	22637	73	245	31
scaffold_137	72425	17531	17745	-	CP052039.1	5611497	5411083	5411289	76	214	31
scaffold_6	1692318	1549185	1549362	+	CP052039.1	5611497	5418140	5418321	113	185	31
scaffold_1568	532	59	272	-	CP052039.1	5611497	3535903	3536116	62	213	29
scaffold_358	15501	2464	3983	-	CP052039.1	5611497	5360911	5362409	69	1523	29
scaffold_131	76605	7852	7969	+	CP052039.1	5611497	5573165	5573282	87	117	28
scaffold_39	398046	154089	154249	-	CP052039.1	5611497	440305	440465	111	160	27
scaffold_104	98169	937	2106	-	CP052039.1	5611497	485200	486370	167	1173	27
scaffold_122	81337	59941	61876	+	CP052039.1	5611497	5229234	5231169	815	1935	27
scaffold_1099	827	90	227	+	CP052039.1	5611497	5596145	5596282	79	137	27
scaffold_1	2692756	217348	224644	+	CP052039.1	5611497	432929	440422	621	7498	26
